customer_city,unique_customers,total_orders,total_revenue,latitude,longitude,avg_order_value,avg_customer_value
santa maria de itabira,3,3,638.6800000000001,-19.41096916771877,-43.651694305007716,212.89333333333335,212.89333333333335
santa maria de jetiba,9,9,1415.39,-20.031391098604573,-40.75116929156471,157.26555555555558,157.26555555555558
santa maria do suacui,1,1,339.48,-18.19089686095352,-42.41148579820841,339.48,339.48
santa maria madalena,3,3,488.95000000000005,-21.957658776793195,-42.00393542042645,162.98333333333335,162.98333333333335
santa mariana,1,1,76.88,-23.147377768567665,-50.51898205113304,76.88,76.88
santa mercedes,1,1,401.36,-21.352006028898867,-51.75361888280182,401.36,401.36
santa monica,1,1,93.62,,,93.62,93.62
santa quiteria,4,4,1083.5,-4.3343298086532185,-40.15409036221202,270.875,270.875
santa quiteria do maranhao,1,1,100.75,-3.4857516742191215,-42.58617862223904,100.75,100.75
santa rita,3,3,399.58,-6.470100681662074,-36.52849705080478,133.19333333333333,133.19333333333333
santa rita d'oeste,2,2,158.11,-20.144650964683773,-50.8317828180983,79.055,79.055
santa rita de caldas,4,4,1067.3700000000001,-22.049997436853925,-46.329107255186784,266.84250000000003,266.84250000000003
santa rita de minas,1,1,175.78,-19.872948037572645,-42.13258772945871,175.78,175.78
santa rita do araguaia,2,2,333.34000000000003,-17.31931964620719,-53.193994250646135,166.67000000000002,166.67000000000002
santa rita do ibitipoca,1,1,49.18,-21.56274431201322,-43.91601943031522,49.18,49.18
santa rita do passa quatro,10,10,1183.88,-21.70355342858765,-47.48280676309556,118.388,118.388
santa rita do sapucai,21,21,3543.65,-22.247210939506797,-45.70752067761216,168.7452380952381,168.7452380952381
santa rosa,19,19,2394.69,-27.888989450308696,-54.45581068611175,126.03631578947369,126.03631578947369
santa rosa de lima,2,2,176.37,-19.342248995999988,-43.16128839392284,88.185,88.185
santa rosa de viterbo,9,9,1523.52,-21.48348869998301,-47.36865063485142,169.28,169.28
santa rosa do sul,1,1,218.27,-29.136415039886842,-49.71729861550307,218.27,218.27
santa salete,1,1,95.0,-20.245550338689522,-50.69013593805437,95.0,95.0
santa teresa,6,6,945.03,-19.942770685273842,-40.60646958045139,157.505,157.505
santa teresinha,2,2,338.1,-7.084733977178335,-37.444898680558275,169.05,169.05
santa tereza do oeste,2,2,397.21000000000004,-25.053435715396272,-53.61961343574277,198.60500000000002,198.60500000000002
santa terezinha de itaipu,1,1,258.55,-25.442862117746696,-54.402764727764094,258.55,258.55
santa vitoria,7,7,668.54,-18.8516272227244,-50.14079055085752,95.50571428571428,95.50571428571428
santa vitoria do palmar,7,7,1827.83,-33.519350704839624,-53.35715043764033,261.11857142857144,261.11857142857144
santaluz,1,1,143.99,-11.25353298652731,-39.37766198254969,143.99,143.99
santana,5,5,873.0,-2.6300141646342707,-49.743860302756,174.6,174.6
santana da boa vista,2,2,115.8,-30.87311446455589,-53.114483667770756,57.9,57.9
santana da vargem,2,2,140.82,-21.2505629401762,-45.5062556560422,70.41,70.41
santana de parnaiba,116,116,20896.53,-23.44961808706216,-46.910790969081674,180.14249999999998,180.14249999999998
santana do acarau,2,2,1316.5700000000002,-3.461160162149771,-40.20423070012124,658.2850000000001,658.2850000000001
santana do araguaia,1,1,342.65,-9.33526281720112,-50.34945753339123,342.65,342.65
santana do cariri,2,2,807.08,-7.186810954798932,-39.73609068016859,403.54,403.54
santana do ipanema,1,1,285.45,-9.373149147436541,-37.24630827396773,285.45,285.45
santana do itarare,1,1,71.53,-23.75543197589036,-49.62778509649632,71.53,71.53
santana do jacare,2,2,1557.42,-20.9328623601754,-45.143014162972825,778.71,778.71
santana do livramento,13,13,3789.66,-30.88103361337502,-55.51788866229785,291.5123076923077,291.5123076923077
santana do manhuacu,2,2,135.88,-20.095530056421616,-41.921652618007535,67.94,67.94
santana do mundau,2,2,1054.51,-9.166493174421886,-36.21850219952145,527.255,527.255
santana do paraiso,8,8,3430.75,-18.660891991579525,-43.75175131783146,428.84375,428.84375
santana do serido,2,2,1447.41,-6.772283080600958,-36.73588506155609,723.705,723.705
santana dos montes,2,2,413.91999999999996,-20.787873841819202,-43.685650919786305,206.95999999999998,206.95999999999998
santanesia,2,2,283.28999999999996,-22.525616484184155,-43.815590668082855,141.64499999999998,141.64499999999998
santarem,18,18,3008.55,-2.4444177696259484,-54.7224573344247,167.14166666666668,167.14166666666668
santiago,17,17,3746.1,-29.18654362612815,-54.867516055696015,220.35882352941175,220.35882352941175
santo amaro,2,2,425.4,-7.525654998250011,-40.98011435546782,212.7,212.7
santo amaro da imperatriz,8,8,4224.87,-27.687414607255857,-48.771889137271614,528.10875,528.10875
santo amaro de campos,2,2,1258.97,,,629.485,629.485
santo anastacio,4,4,844.63,-21.97692007478666,-51.65254186168632,211.1575,211.1575
santo andre,450,450,67573.05,-23.330575654996093,-46.30578429943904,150.16233333333335,150.16233333333335
santo angelo,18,18,4025.81,-28.30098048342983,-54.25708329990853,223.6561111111111,223.6561111111111
santo antonio da alegria,1,1,185.27,-21.24732242379185,-47.12564916167219,185.27,185.27
santo antonio da patrulha,9,9,2730.99,-29.833102764742073,-50.52008406269422,303.4433333333333,303.4433333333333
santo antonio da platina,5,5,633.98,-23.295140000273477,-50.07564324560215,126.796,126.796
santo antonio das missoes,1,1,229.48,,,229.48,229.48
santo antonio de jesus,17,17,3488.95,-12.962373958685163,-39.254141228383695,205.23235294117646,205.23235294117646
santo antonio de padua,13,13,4639.6,-21.552859881634557,-42.19618878044136,356.8923076923077,356.8923076923077
santo antonio de posse,9,9,3254.87,-22.60561843199777,-46.920447238133505,361.65222222222224,361.65222222222224
santo antonio do amparo,2,2,495.1,-20.902677288193253,-44.896898845477345,247.55,247.55
santo antonio do aracangua,1,1,1117.99,-21.078032500350165,-50.241934895118085,1117.99,1117.99
santo antonio do aventureiro,1,1,88.92,,,88.92,88.92
santo antonio do canaa,1,1,194.88,2.8545299564090527,-70.31520024946744,194.88,194.88
santo antonio do descoberto,2,2,347.48,-15.988773756268312,-48.312005578068394,173.74,173.74
santo antonio do grama,2,2,275.36,,,137.68,137.68
santo antonio do itambe,1,1,143.82,-18.462898618489323,-43.3026066611305,143.82,143.82
santo antonio do jacinto,5,5,832.6700000000001,-16.534602275326026,-40.19046460759673,166.53400000000002,166.53400000000002
santo antonio do jardim,3,3,176.82,-22.116303660811024,-46.68439792405409,58.94,58.94
santo antonio do leste,1,1,237.55,-14.80017307791715,-53.611985646481685,237.55,237.55
santo antonio do leverger,1,1,124.41,-15.903546339002347,-56.034917525987744,124.41,124.41
santo antonio do monte,5,5,476.88,-20.071522369183732,-45.287149879479394,95.376,95.376
santo antonio do pinhal,1,1,1158.99,-22.810029546164678,-45.688732842326665,1158.99,1158.99
santo antonio do rio abaixo,1,1,24.23,-19.22842042560834,-43.25321053389983,24.23,24.23
santo antonio do sudoeste,2,2,198.57999999999998,,,99.28999999999999,99.28999999999999
santo antonio dos campos,1,1,177.99,-20.100346281135103,-44.97276022033627,177.99,177.99
santo augusto,4,4,662.0500000000001,-27.85304797287884,-53.777970149174564,165.51250000000002,165.51250000000002
santo cristo,1,1,98.44,-27.82626472010779,-54.66498504924796,98.44,98.44
santo eduardo,1,1,147.14,,,147.14,147.14
santo estevao,3,3,465.12,-12.434211527953883,-39.25306257497131,155.04,155.04
santo expedito do sul,1,1,237.54,-27.930038590396002,-51.65968008202175,237.54,237.54
santo hipolito,1,1,119.88,-18.29686427547553,-44.22117018630988,119.88,119.88
santo inacio,1,1,79.7,-22.69356461962243,-51.78896214075949,79.7,79.7
santos,414,414,92282.44,-23.952268887049023,-46.339495199124016,222.90444444444444,222.90444444444444
santos dumont,14,14,1620.58,-21.459831186137794,-43.552261428745815,115.75571428571428,115.75571428571428
sao benedito,2,2,808.27,-4.045776495038852,-40.86525394526346,404.135,404.135
sao bento,2,2,987.69,-6.491794555348289,-37.45186210632904,493.845,493.845
sao bento abade,1,1,31.1,,,31.1,31.1
sao bento do sapucai,3,3,441.06,,,147.02,147.02
sao bento do sul,22,22,3581.93,-26.24227728936437,-49.388148708001275,162.815,162.815
sao bento do una,2,2,387.55,-8.522807356177072,-36.44538808628628,193.775,193.775
sao bernardino,1,1,208.48,-26.47325807037375,-52.96469591075601,208.48,208.48
sao bernardo,1,1,138.3,-3.3507915241989776,-42.42234201458312,138.3,138.3
sao bernardo do campo,537,537,83418.52,-23.695344195530836,-46.57018727539545,155.34175046554935,155.34175046554935
sao borja,10,10,1046.4,-28.654368454743132,-56.005437023988705,104.64000000000001,104.64000000000001
sao caetano do sul,161,161,25225.24,-23.6267274681596,-46.56524053936203,156.6785093167702,156.6785093167702
sao carlos,130,130,29315.96,-22.31325038154916,-48.19293823611768,225.5073846153846,225.5073846153846
sao carlos do ivai,1,1,119.95,,,119.95,119.95
sao clemente,1,1,154.86,,,154.86,154.86
sao cristovao,3,3,410.85,-10.95947856556054,-37.15164548571457,136.95000000000002,136.95000000000002
sao domingos,2,2,144.07,-16.948164969816464,-43.63536524920361,72.035,72.035
sao domingos das dores,2,2,137.4,,,68.7,68.7
sao domingos do araguaia,1,1,270.65,-5.545977538844235,-48.72407731874157,270.65,270.65
sao domingos do maranhao,2,2,219.51,-5.5822651212599395,-44.38091613660304,109.755,109.755
sao domingos do norte,5,5,798.4200000000001,-19.138753324097504,-40.615545044821154,159.68400000000003,159.68400000000003
sao felipe,1,1,342.07,,,342.07,342.07
sao felix,1,1,44.69,,,44.69,44.69
sao felix de minas,1,1,409.5,-18.59101354127925,-41.48801746924841,409.5,409.5
sao felix do araguaia,1,1,269.28,,,269.28,269.28
sao felix do xingu,6,6,1706.4299999999998,-6.693010896081553,-51.980997450589435,284.405,284.405
sao fidelis,13,13,1367.08,-21.646291351876275,-41.75133524307317,105.16,105.16
sao francisco,10,10,2176.12,-13.324046184292108,-42.63456680864782,217.612,217.612
sao francisco de assis,2,2,145.39,-29.55098077189185,-55.1267045266554,72.695,72.695
sao francisco de itabapoana,11,11,1532.57,-21.541975470827804,-41.17599626646001,139.32454545454544,139.32454545454544
sao francisco de paula,5,5,635.8199999999999,-24.95500419664222,-47.78067282466955,127.16399999999999,127.16399999999999
sao francisco do brejao,1,1,82.75,-5.125625029862735,-47.3855129108041,82.75,82.75
sao francisco do conde,3,3,367.33000000000004,-12.623600946538469,-38.67296877293478,122.44333333333334,122.44333333333334
sao francisco do gloria,1,1,91.35,-20.784948450006574,-42.498123195396545,91.35,91.35
sao francisco do guapore,2,2,405.61,-12.064562211825294,-63.57426861370948,202.805,202.805
sao francisco do sul,11,11,1828.77,-26.24556370537883,-48.60788895849941,166.25181818181818,166.25181818181818
sao gabriel,12,12,2246.85,-20.77609749373358,-48.09204656560866,187.23749999999998,187.23749999999998
sao gabriel da palha,8,8,882.8100000000001,,,110.35125000000001,110.35125000000001
sao gabriel do oeste,3,3,334.03999999999996,-19.384053013667476,-54.57840194258982,111.34666666666665,111.34666666666665
sao geraldo,1,1,148.9,-20.919477140047157,-42.83506206923437,148.9,148.9
sao geraldo da piedade,1,1,363.52,-19.161633524255002,-42.504298516031795,363.52,363.52
sao goncalo,186,186,29135.07,-22.824929891217632,-43.01900060036651,156.64016129032257,156.64016129032257
sao goncalo do abaete,1,1,98.51,-18.325070936120266,-45.799697934947936,98.51,98.51
sao goncalo do amarante,5,5,1009.99,-5.224543849670227,-36.210085677935645,201.998,201.998
sao goncalo do para,3,3,1361.27,-19.983958888670713,-44.85753630711078,453.75666666666666,453.75666666666666
sao goncalo do rio abaixo,3,3,424.49,-19.80511275589166,-43.4412431614133,141.49666666666667,141.49666666666667
sao goncalo do rio preto,3,3,397.9,-18.003783893118683,-43.37812589823714,132.63333333333333,132.63333333333333
sao goncalo do sapucai,4,4,1123.71,-21.812595997261347,-45.54772708041925,280.9275,280.9275
sao gotardo,10,10,2157.05,-19.317869160982113,-46.05225400628061,215.705,215.705
sao jeronimo,4,4,1139.92,-29.963285193390462,-51.71984109992491,284.98,284.98
sao joao,8,8,1133.24,-8.875087087655608,-36.367342051246354,141.655,141.655
sao joao batista,6,6,1617.23,-15.122384038602613,-46.83173263879726,269.53833333333336,269.53833333333336
sao joao batista do gloria,3,3,436.83000000000004,-20.554439145673697,-46.54819356385085,145.61,145.61
sao joao d'alianca,1,1,43.09,-14.706666711511849,-47.52309920926434,43.09,43.09
sao joao da barra,10,10,1690.42,-21.670060626559785,-41.05687237302475,169.042,169.042
sao joao da boa vista,36,36,12290.69,-21.966915852898634,-46.79996359250162,341.40805555555556,341.40805555555556
sao joao da mata,1,1,73.27,-21.933973025922253,-45.924143726736304,73.27,73.27
sao joao da parauna,1,1,187.84,-16.81907336616139,-50.40796955487757,187.84,187.84
sao joao da ponte,1,1,496.76,,,496.76,496.76
sao joao das missoes,2,2,165.15,-14.881678492911123,-44.08692784326681,82.575,82.575
sao joao de iracema,1,1,62.25,-20.514002290391613,-50.35275590689482,62.25,62.25
sao joao de meriti,63,63,14722.32,-22.783885296898227,-43.36510014913096,233.68761904761905,233.68761904761905
sao joao de pirabas,1,1,146.12,-0.7789257010329751,-47.18353446170787,146.12,146.12
sao joao del rei,36,36,5145.91,-21.149458653627185,-44.253487178663704,142.94194444444443,142.94194444444443
sao joao do ivai,1,1,202.18,-23.993105206444497,-51.81946543078687,202.18,202.18
sao joao do manhuacu,1,1,53.24,,,53.24,53.24
sao joao do manteninha,2,2,182.20999999999998,-18.714277600364483,-41.170762527783666,91.10499999999999,91.10499999999999
sao joao do oriente,1,1,207.09,-19.344356841516987,-42.15909009576291,207.09,207.09
sao joao do paraiso,2,2,297.07,-14.687597678719975,-44.72538237614476,148.535,148.535
sao joao do piaui,4,4,2294.62,-8.230289599585232,-42.25228928955357,573.655,573.655
sao joao do sul,2,2,902.37,-29.209631517032882,-49.801020472273294,451.185,451.185
sao joao do triunfo,3,3,343.40000000000003,-25.685121229247173,-50.29866134590096,114.46666666666668,114.46666666666668
sao joao dos patos,2,2,390.73,-6.497455089795662,-43.701512508828564,195.365,195.365
sao joao evangelista,5,5,1220.77,-18.546168147952585,-42.76559239874277,244.154,244.154
sao joao nepomuceno,10,10,8137.2300000000005,-25.771488021060417,-47.1013897170682,813.7230000000001,813.7230000000001
sao joaquim,5,5,1397.28,-28.289186687862205,-49.93410075331146,279.456,279.456
sao joaquim da barra,22,22,7733.92,-20.585751390105457,-47.863693188164746,351.5418181818182,351.5418181818182
sao joaquim de bicas,4,4,541.8,-20.053365700179633,-44.26097711552808,135.45,135.45
sao jorge,1,1,87.02,-28.502204381495208,-51.70498151933312,87.02,87.02
sao jorge do patrocinio,2,2,123.72,-23.763888461827847,-53.87916854204343,61.86,61.86
sao jose,98,98,19798.78,-27.24447042383082,-49.027880842371765,202.02836734693875,202.02836734693875
sao jose da barra,2,2,83.19999999999999,-20.7155295833812,-46.31660004625635,41.599999999999994,41.599999999999994
sao jose da bela vista,3,3,504.55,-20.593546852706787,-47.641702312370604,168.18333333333334,168.18333333333334
sao jose da coroa grande,2,2,289.78999999999996,-8.894515567314306,-35.15233685491259,144.89499999999998,144.89499999999998
sao jose da laje,1,1,196.74,-9.007625823834184,-36.05768481521994,196.74,196.74
sao jose da lapa,2,2,594.13,-19.707822627527648,-43.97312654875095,297.065,297.065
sao jose da vitoria,2,2,225.76000000000002,,,112.88000000000001,112.88000000000001
sao jose de mipibu,2,2,800.74,-6.0692828801030085,-35.24639670394863,400.37,400.37
sao jose de ribamar,7,7,1059.73,-2.5518477893497056,-44.13900201110609,151.39000000000001,151.39000000000001
sao jose de uba,3,3,544.52,-21.360193619062326,-41.93993508938902,181.50666666666666,181.50666666666666
sao jose do barreiro,2,2,198.20999999999998,-22.649594093894706,-44.57781789098196,99.10499999999999,99.10499999999999
sao jose do belmonte,2,2,299.84000000000003,-7.865781662087839,-38.75903891430712,149.92000000000002,149.92000000000002
sao jose do calcado,4,4,588.72,-21.02027868005079,-41.65312810451595,147.18,147.18
sao jose do cedro,1,1,614.44,-26.454414197309003,-53.5030787189068,614.44,614.44
sao jose do divino,2,2,826.1700000000001,-18.480148629594563,-41.38717529945754,413.08500000000004,413.08500000000004
sao jose do egito,3,3,567.46,-7.58660639733172,-37.46428191716004,189.15333333333334,189.15333333333334
sao jose do goiabal,2,2,247.67000000000002,-19.925388311776864,-42.709204861462965,123.83500000000001,123.83500000000001
sao jose do hortencio,2,2,373.23,-29.540671670992346,-51.25326614022426,186.615,186.615
sao jose do inhacora,1,1,102.7,-28.12096312877113,-54.049455762915116,102.7,102.7
sao jose do norte,4,4,393.07,,,98.2675,98.2675
sao jose do ouro,3,3,462.94,-27.84465049601447,-51.57643492457602,154.31333333333333,154.31333333333333
sao jose do piaui,1,1,173.88,-6.863954787217288,-41.47791545632816,173.88,173.88
sao jose do ribeirao,1,1,115.84,-22.204999999999927,-42.39805999999993,115.84,115.84
sao jose do rio claro,1,1,113.07,-13.513293550631632,-56.7233867932055,113.07,113.07
sao jose do rio pardo,23,23,3439.02,,,149.52260869565217,149.52260869565217
sao jose do rio preto,191,191,45547.64,-20.809850702703482,-49.363630629208416,238.46931937172775,238.46931937172775
sao jose do serido,1,1,203.31,-6.44890279153824,-36.87879880847374,203.31,203.31
sao jose do turvo,1,1,151.6,-21.067756923070807,-45.073440240509235,151.6,151.6
sao jose do vale do rio preto,7,7,976.77,-22.173973537015836,-42.9367890469947,139.53857142857143,139.53857142857143
sao jose dos campos,408,408,64925.54,-23.193135615439406,-45.88334858135051,159.13122549019607,159.13122549019607
sao jose dos cordeiros,1,1,258.03,-7.40166930885011,-36.816975847308434,258.03,258.03
sao jose dos pinhais,84,84,13011.67,-25.567842171350897,-49.16852619093374,154.90083333333334,154.90083333333334
sao jose dos quatro marcos,1,1,268.45,,,268.45,268.45
sao leopoldo,52,52,7849.43,-29.756910358937198,-51.13555285826645,150.95057692307694,150.95057692307694
sao lourenco,15,15,8173.22,,,544.8813333333334,544.8813333333334
sao lourenco da mata,8,8,1321.44,-7.999912859701826,-35.042503742379786,165.18,165.18
sao lourenco da serra,6,6,1193.98,,,198.99666666666667,198.99666666666667
sao lourenco do oeste,7,7,788.5,-26.363163265599333,-52.850665590498174,112.64285714285714,112.64285714285714
sao lourenco do sul,5,5,479.01,-31.36440027763601,-51.97864734895337,95.80199999999999,95.80199999999999
sao ludgero,3,3,862.37,-28.32938171277176,-49.176644834659655,287.45666666666665,287.45666666666665
sao luis,183,183,52918.83,-2.5398995284674775,-44.254769424703554,289.1739344262295,289.1739344262295
sao luis de montes belos,4,4,1586.26,-16.512880224214197,-50.37494301100562,396.565,396.565
sao luis do curu,2,2,258.71,-3.670938815642368,-39.24010230667919,129.355,129.355
sao luis do paraitinga,2,2,259.96999999999997,,,129.98499999999999,129.98499999999999
sao luis do quitunde,1,1,101.88,-9.313365468898668,-35.56758966152875,101.88,101.88
sao luiz gonzaga,6,6,2946.2,-28.405745014830895,-54.95736550862166,491.0333333333333,491.0333333333333
sao mamede,1,1,137.1,,,137.1,137.1
sao manuel,14,14,2180.3,-22.740264926145375,-48.571813208388996,155.7357142857143,155.7357142857143
sao marcos,4,4,857.0699999999999,-28.968928433226374,-51.06874599856591,214.26749999999998,214.26749999999998
sao martinho,1,1,448.32,-27.937638834509375,-51.47104263127947,448.32,448.32
sao mateus,22,22,4640.18,-18.72669878170633,-39.84283009444727,210.91727272727275,210.91727272727275
sao mateus de minas,1,1,82.88,-22.707410124912013,-46.03526215592884,82.88,82.88
sao mateus do maranhao,2,2,1390.46,-4.032419259620942,-44.46584504982399,695.23,695.23
sao mateus do sul,7,7,1406.57,-25.869884382311,-50.3881730754994,200.9385714285714,200.9385714285714
sao miguel,2,2,743.24,-6.70886036495356,-38.90312086932375,371.62,371.62
sao miguel arcanjo,7,7,816.75,-23.878443429622713,-47.99527910216195,116.67857142857143,116.67857142857143
sao miguel do aleixo,1,1,70.86,-10.386074758058108,-37.37878589064772,70.86,70.86
sao miguel do araguaia,3,3,1238.02,,,412.67333333333335,412.67333333333335
sao miguel do cambui,1,1,77.57000000000001,,,77.57000000000001,77.57000000000001
sao miguel do gostoso,1,1,184.75,,,184.75,184.75
sao miguel do guama,2,2,823.0699999999999,-1.6121134438487106,-47.48467203035956,411.53499999999997,411.53499999999997
sao miguel do guapore,2,2,431.64,-11.695517911441868,-62.71750414468577,215.82,215.82
sao miguel do iguacu,3,3,248.35999999999999,-25.353606599246387,-54.22950599854946,82.78666666666666,82.78666666666666
sao miguel do oeste,19,19,2626.44,-26.73341376125163,-53.517529914408506,138.23368421052632,138.23368421052632
sao miguel do tapuio,2,2,524.54,-5.503124691594767,-41.32302819869242,262.27,262.27
sao miguel dos campos,1,1,122.31,-9.787136887570085,-36.099939802882965,122.31,122.31
sao nicolau,1,1,138.6,-28.185019434747986,-55.26145184364718,138.6,138.6
sao paulo,9106,9106,1677503.88,-23.565232289115624,-46.63329454188577,184.219622227103,184.219622227103
sao paulo das missoes,1,1,103.36,-28.021510981557213,-54.9380392774257,103.36,103.36
sao paulo do potengi,2,2,319.78,,,159.89,159.89
sao pedro,4,4,272.68,-18.937124109171485,-46.3861734244056,68.17,68.17
sao pedro da aldeia,18,18,3432.2000000000003,-22.41902426135587,-42.37770817216286,190.6777777777778,190.6777777777778
sao pedro da uniao,2,2,407.26,-21.126744426611907,-46.62716220313882,203.63,203.63
sao pedro do butia,1,1,116.19,-28.12459813786746,-54.89342720738442,116.19,116.19
sao pedro do iguacu,1,1,142.96,-24.91407193493534,-53.88664990907251,142.96,142.96
sao pedro do ivai,1,1,129.81,,,129.81,129.81
sao pedro do sul,1,1,121.97,-29.554610604083763,-54.21123284419048,121.97,121.97
sao pedro dos ferros,2,2,463.53,-20.17109457367032,-42.524746122470695,231.765,231.765
sao rafael,1,1,62.28,-5.803201126604432,-36.8862373339404,62.28,62.28
sao raimundo nonato,4,4,4268.04,-9.014476907770096,-42.69139823837441,1067.01,1067.01
sao romao,5,5,785.3299999999999,-16.366192832134864,-45.07195302725983,157.06599999999997,157.06599999999997
sao roque,47,47,8342.77,-23.543041136560102,-47.12111092348319,177.50574468085108,177.50574468085108
sao roque de minas,1,1,85.33,-20.24055665252988,-46.382097099980314,85.33,85.33
sao roque do canaa,4,4,378.01,-19.73930434519547,-40.66322894308199,94.5025,94.5025
sao sebastiao,25,25,4120.28,-23.046776918153487,-45.06943406987233,164.81119999999999,164.81119999999999
sao sebastiao da amoreira,1,1,63.23,,,63.23,63.23
sao sebastiao da boa vista,1,1,167.95,-1.68131502084473,-49.55046882975536,167.95,167.95
sao sebastiao da grama,3,3,1064.27,-21.710870954893334,-46.82083536657486,354.75666666666666,354.75666666666666
sao sebastiao do alto,3,3,640.16,-21.95150304851164,-42.13203809880536,213.38666666666666,213.38666666666666
sao sebastiao do cai,5,5,5066.009999999999,-29.587807418100702,-51.36190308319205,1013.2019999999999,1013.2019999999999
sao sebastiao do maranhao,1,1,106.97,-18.088879559908012,-42.570034463837445,106.97,106.97
sao sebastiao do paraiso,21,21,2758.03,-20.91395197058557,-46.98629619076701,131.3347619047619,131.3347619047619
sao sebastiao do passe,4,4,496.74,-12.499831163064316,-38.752984111986265,124.185,124.185
sao sepe,3,3,210.64000000000001,-30.164971760723827,-53.57036133724413,70.21333333333334,70.21333333333334
sao simao,2,2,207.32,-20.23727884542346,-49.056077111814275,103.66,103.66
sao tiago,3,3,437.71,-20.91317647176355,-44.511150895897885,145.90333333333334,145.90333333333334
sao tomas de aquino,2,2,381.28999999999996,,,190.64499999999998,190.64499999999998
sao tome,1,1,78.84,-14.754854748183691,-44.33224704371871,78.84,78.84
sao valentim,1,1,521.37,-27.55922301847204,-52.524465471801356,521.37,521.37
sao vicente,92,92,14125.72,-22.922212996084095,-45.84410644491467,153.54043478260868,153.54043478260868
sao vicente ferrer,2,2,281.39,-5.245523398352013,-40.18518734460703,140.695,140.695
sape,1,1,1898.27,-7.092610293602238,-35.23149849004836,1898.27,1898.27
sapeacu,1,1,222.0,,,222.0,222.0
sapezal,4,4,729.4000000000001,-13.543400052390023,-58.80819185176762,182.35000000000002,182.35000000000002
sapiranga,13,13,2843.97,-29.577549438367537,-50.874573548229044,218.76692307692306,218.76692307692306
sapopema,2,2,193.31,-23.910420662200718,-50.57946136072558,96.655,96.655
sapucai-mirim,1,1,87.64,-22.75024157015651,-45.74792117387559,87.64,87.64
sapucaia,1,1,101.25,-16.262501037750855,-44.938060475087696,101.25,101.25
sapucaia do sul,16,16,3162.11,-29.826147792690122,-51.14508422352553,197.631875,197.631875
saquarema,25,25,3052.1,-22.898259544974874,-42.517818100765865,122.084,122.084
sarandi,11,11,881.85,-24.007348120562288,-52.00497639140972,80.16818181818182,80.16818181818182
sarzedo,10,10,612.13,-20.038320832591328,-44.13891959658021,61.213,61.213
satubinha,1,1,96.95,-4.038562291788479,-45.23737623167276,96.95,96.95
saudade do iguacu,1,1,53.23,,,53.23,53.23
saudades,2,2,606.46,-26.925367596689007,-53.00431264626756,303.23,303.23
saude,2,2,169.98000000000002,,,84.99000000000001,84.99000000000001
schroeder,8,8,1128.05,-26.405445142724908,-49.074744844985375,141.00625,141.00625
seabra,4,4,334.94,-12.419056280766661,-41.77211221180393,83.735,83.735
seara,4,4,580.02,-27.160802125766637,-52.31539991047458,145.005,145.005
sebastiao leal,1,1,75.89,-7.570047212577284,-44.063227109671274,75.89,75.89
seberi,1,1,68.22,-27.48204459903416,-53.4014350145469,68.22,68.22
sede alvorada,1,1,154.9,-24.82693999999998,-53.646109999999965,154.9,154.9
selbach,1,1,68.13,-28.630116022225685,-52.954191678007035,68.13,68.13
senador canedo,10,10,1735.51,-16.689942010832294,-49.117077889178766,173.551,173.551
senador cortes,1,1,801.32,-21.804296451189625,-42.945876656304065,801.32,801.32
senador firmino,2,2,180.44,-20.913864974146126,-43.10099606849122,90.22,90.22
senador modestino goncalves,1,1,77.0,-17.948626059192208,-43.22280023802128,77.0,77.0
senador pompeu,4,4,718.11,-5.58787718938735,-39.3747408815969,179.5275,179.5275
senador salgado filho,1,1,102.49,-28.0257982976049,-54.54445219094282,102.49,102.49
senges,1,1,155.6,-24.113671239664153,-49.4639594393949,155.6,155.6
senhor do bonfim,9,9,2295.87,-10.462341603580397,-40.183766986895854,255.09666666666666,255.09666666666666
senhora de oliveira,1,1,436.68,-20.795372403796655,-43.34489973497506,436.68,436.68
sento se,1,1,76.08,-9.743372912976032,-41.86929985961934,76.08,76.08
serafina correa,4,4,481.73,-28.7127705935721,-51.93407780760516,120.4325,120.4325
sericita,2,2,253.62,-20.473672496708872,-42.48349775921559,126.81,126.81
serio,1,1,39.69,-29.384209931797926,-52.270944085626844,39.69,39.69
seropedica,18,18,3195.14,-22.762437836297266,-43.67491643501277,177.50777777777776,177.50777777777776
serra,151,151,26649.26,-20.156188517068358,-40.25555622288311,176.4851655629139,176.4851655629139
serra azul,1,1,108.52,-20.703061812313546,-45.9988411635334,108.52,108.52
serra bonita,1,1,232.82,-15.214249489419505,-46.81573874501741,232.82,232.82
serra branca,1,1,142.26,-7.494554491157478,-36.67626659145202,142.26,142.26
serra do ramalho,1,1,187.75,-13.524336387693962,-43.607441325570896,187.75,187.75
serra do salitre,1,1,72.05,-19.111238303576517,-46.68169552127703,72.05,72.05
serra dos aimores,2,2,79.65,-17.78190690626713,-40.244847239146296,39.825,39.825
serra dos dourados,1,1,83.33,-23.619535425600905,-53.38212068195976,83.33,83.33
serra negra,7,7,6838.950000000001,-22.614621137795265,-46.709593428612386,976.9928571428572,976.9928571428572
serra talhada,6,6,1682.79,-7.988581570731474,-38.29555200867202,280.465,280.465
serrana,5,5,366.87,-21.20285872884427,-47.598433626510435,73.374,73.374
serrania,2,2,382.17,-21.53164203269479,-46.119510176159764,191.085,191.085
serranopolis de minas,1,1,136.5,-15.80955459225718,-42.87138430389349,136.5,136.5
